FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,cooperative_nom,cooperative_statut,cooperative_type,geometry
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ec5,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Tiepa,Coopérative lanpoukini,{Cooperative production},Nsp,POINT (0.60144 10.189648333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ec4,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Panga,Coopérative Gpc Panga Zongo,{Cooperative production},Nsp,POINT (0.6666710295355245 10.051577395168975)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ec3,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Panga,Coopérative Gpc Panga Centre,{Cooperative production},Nsp,POINT (0.668106612078981 10.057331264342864)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ec2,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Kangounou,Coopérative Korome-nankoro,{Cooperative production},Nsp,POINT (0.6612809672118198 9.996110231637534)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ec1,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Panga,Coopérative limakilibe,{Cooperative production},Nsp,POINT (0.6671945781658011 10.058816589435162)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ec0,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Panga,Coopérative Nikpieti 2,{Cooperative production},Nsp,POINT (0.6672289105731162 10.057447056695707)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ebf,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Panga,Coopérative Nikpieti 1,{Cooperative production},Nsp,POINT (0.6663281479169871 10.05791572320453)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ebe,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Chiranda,Coopérative Gpc Chiranda,{Cooperative production},Nsp,POINT (0.6044398357533951 10.08170390125477)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ebd,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Natcho,Coopérative Anonkoun,{Cooperative production},Nsp,POINT (0.5550974094434076 10.16051297687888)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ebc,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Kangounou,Coopérative Dimindi,{Cooperative production},Nsp,POINT (0.6588475063399981 9.995792210060223)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ebb,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Kangounou,Coopérative Petit A Petit,{Cooperative production},Nsp,POINT (0.6596756688222355 9.996684257399805)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eba,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Kangounou,Coopérative Gpc Kangounou,{Cooperative production},Nsp,POINT (0.6629735771058185 10.0006629855307)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eb9,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Songbale,Coopérative Gnimkpie,{Cooperative production},Nsp,POINT (0.6012056056915581 10.134862905046278)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eb8,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Songbale,Coopérative Gpc Songbale,{Cooperative production},Nsp,POINT (0.6044079832787014 10.13601659119662)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eb7,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Naboli,Coopérative Gpg Naboli,{Cooperative production},Nsp,POINT (0.6023150503171667 10.166607508275524)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eb6,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Kountoire 2,Coopérative Gpc Kountoire 2,{Cooperative production},Nsp,POINT (0.6038433084636167 10.142926584518372)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eb5,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Kountoire Tiekassou,Coopérative Gpc Tiekassou,{Cooperative production},Nsp,POINT (0.6234933333333333 10.106035)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eb4,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Kountoire Centre,Coopérative N'weyake,{Cooperative production},Nsp,POINT (0.6137590854684406 10.115939507699364)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eb3,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Songbale,Coopérative Gnokpame,"{Cooperative production,entraide}",Nsp,POINT (0.601165 10.13493)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eb2,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Kountoire Centre,Coopérative Gpc Kountoire Centre,{Cooperative production},Nsp,POINT (0.623275 10.105388333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eb1,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Kountoire Centre,Coopérative limaklibe,{Cooperative production},Nsp,POINT (0.6234611040096539 10.100188271733998)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eb0,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Nalakou,Coopérative Gpc Nalakou,{Cooperative production},Nsp,POINT (0.6108383333333334 10.052805000000001)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eaf,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Ayikpere,Coopérative Gpc Ayikpere,{Cooperative production},Nsp,POINT (0.6290983333333333 10.083148333333332)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eae,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Tchankpebossou,Coopérative Gpc Tchankpebossou,{Cooperative production},Nsp,POINT (0.6173416666666667 10.043280000000001)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ead,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Namati Centre,Coopérative Gpc Yakanbossou,{Cooperative production},Nsp,POINT (0.594685 10.124435)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eac,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Djalori,Coopérative Gpc Djalori,{Cooperative production},Nsp,POINT (0.6626193723573748 10.091073767155608)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eab,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Nakodjo,Coopérative Nakodja,{Cooperative production},Nsp,POINT (0.5576253625298219 10.157852724951761)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4eaa,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Nakodjo,Coopérative Gpc Nadjoka,{Cooperative production},Nsp,POINT (0.5538482005029476 10.15610436577216)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ea9,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Namati 1,Coopérative Bouka-tikpa,{Cooperative production},Nsp,POINT (0.5672499999999999 10.147018333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ea8,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Danaka,Coopérative Gpc Danaka,{Cooperative production},Nsp,POINT (0.6371245675434806 10.061027691155003)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ea7,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Danaka,Coopérative lafie,{Cooperative production},Nsp,POINT (0.633857297188478 10.056014301514086)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ea6,Savanes,Oti-Sud,Oti-Sud 2,Kountoire,Danaka,Coopérative Danaka,{Cooperative production},Nsp,POINT (0.6301782815326569 10.058351192744777)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ea5,Savanes,Tandjoaré,Tandjoaré 1,Boulogou,Sandongo,Coopérative Bonabe,{Cooperative production},Nsp,POINT (0.24424 10.679986666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ea4,Savanes,Tandjoaré,Tandjoaré 1,Boulogou,Bougou,Coopérative lantigle,{Cooperative production},Nsp,POINT (0.293805 10.628753333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ea3,Savanes,Tandjoaré,Tandjoaré 1,Boulogou,Bougou,Coopérative Tintoun-klit,{autre},Nsp,POINT (0.2983288409219198 10.624206965988146)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ea2,Savanes,Tandjoaré,Tandjoaré 1,Boulogou,Bougou,Coopérative Somil-man,{Cooperative production},Nsp,POINT (0.293805 10.628518333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ea1,Savanes,Tandjoaré,Tandjoaré 1,Boulogou,Koukbengou,Coopérative lantotime,{Cooperative production},Nsp,POINT (0.29396 10.628854999999998)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4ea0,Savanes,Tandjoaré,Tandjoaré 1,Boulogou,Kolk,Coopérative Gpc Kolkaoti,{Cooperative production},Nsp,POINT (0.31496 10.636501666666668)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e9f,Savanes,Tandjoaré,Tandjoaré 1,Boulogou,Koubengou,Coopérative Gpc Koubengou,{Cooperative production},Nsp,POINT (0.297719797560794 10.612900014537724)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e9e,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Nayergou Haut,Coopérative Gpc Nayergou Haut,{Cooperative production},Nsp,POINT (0.1607372474531272 10.516588254691396)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e9d,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Nayergou,Coopérative Somilman,"{Cooperative production,Cooperative transformation,tontine}",Nsp,POINT (0.160525 10.519496666666665)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e9c,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Yembour,Coopérative Tiigba,{Cooperative production},Nsp,POINT (0.1424156927781841 10.538283909497599)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e9b,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Yembour,Coopérative Titamob,{Cooperative transformation},Nsp,POINT (0.1418533333333333 10.53915)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e9a,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Bompole,Coopérative Yenousom,{Cooperative production},Nsp,POINT (0.1320733333333334 10.533945000000001)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e99,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Yembour,Coopérative Tintong,{Cooperative production},Nsp,POINT (0.1422183333333333 10.539891666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e98,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Yembour,Coopérative Malim-man,{Cooperative production},Nsp,POINT (0.1396766666666666 10.54399)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e97,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Nayergou Bas,Coopérative Gpc Nayergou Bas,{Cooperative production},Nsp,POINT (0.16448 10.505836666666669)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e96,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Nayergou,Coopérative Saana-tuonn-man,{Cooperative production},Nsp,POINT (0.1640907443851006 10.506719583874203)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e95,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Nankpangorgou2,Coopérative Gpc Matague,{Cooperative production},Nsp,POINT (0.2151183333333333 10.547589999999998)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e94,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Boumboumiok,Coopérative lawapang,"{Cooperative production,autre}",Nsp,POINT (0.193505 10.509678333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e93,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Nansongou,Coopérative lamansian,{Cooperative production},Nsp,POINT (0.1688183333333333 10.586365)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e92,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Yembour Nakpakili,Coopérative Bannou Man,{Cooperative production},Nsp,POINT (0.1351333333333334 10.554879999999999)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e91,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Tambingue,Coopérative Yenousome,{Cooperative production},Nsp,POINT (0.1802633333333333 10.562815)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e90,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Yembour,Coopérative Manobate,"{Cooperative production,Cooperative transformation}",Nsp,POINT (0.1415732622339619 10.542469436375562)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e8f,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Tambingue,Coopérative Yendoupangue,"{Cooperative transformation,autre}",Nsp,POINT (0.180275 10.562835)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e8e,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Wantanbongue,Coopérative Tibouamin,{Cooperative production},Nsp,POINT (0.189735 10.569329999999999)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e8d,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,Gnimongue,Coopérative Somile,{Cooperative production},Nsp,POINT (0.19569 10.555876666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e8c,Savanes,Tandjoaré,Tandjoaré 2,Bagou,Bagou,Coopérative Tintankpare,{Cooperative transformation},Cooperative simple,POINT (0.0391144761412732 10.683716543168638)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e8b,Savanes,Tandjoaré,Tandjoaré 2,Bagou,Bagou,Coopérative Nimpasse,{Cooperative production},Cooperative simple,POINT (0.0387265448874156 10.684175818903885)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e8a,Savanes,Tandjoaré,Tandjoaré 2,Bagou,Bagou,Coopérative Sossewone,{Cooperative production},Cooperative simple,POINT (0.0386683329604495 10.683592359599569)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e89,Savanes,Tandjoaré,Tandjoaré 2,Bagou,Kpark,Coopérative Motaog-man,{Cooperative production},Cooperative simple,POINT (0.0579383333333333 10.674123333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e88,Savanes,Tandjoaré,Tandjoaré 2,Bagou,Natabnaba,Coopérative laksin-wok,{Cooperative production},Cooperative avec conseil d administration,POINT (0.0398466666666667 10.688199999999998)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e87,Savanes,Tandjoaré,Tandjoaré 2,Bagou,Matanaba,Coopérative Gbatfanou,{Cooperative production},Cooperative simple,POINT (0.0388932910303082 10.683712459916796)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e86,Savanes,Tandjoaré,Tandjoaré 2,Bagou,Gare,Coopérative Tigba,"{Cooperative production,autre}",Cooperative avec conseil d administration,POINT (0.0326783333333333 10.685853333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e85,Savanes,Tandjoaré,Tandjoaré 2,Bagou,Nalbagou,Coopérative Timogyan,{Cooperative production},Cooperative simple,POINT (0.0269433333333333 10.659690000000001)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e84,Savanes,Tandjoaré,Tandjoaré 2,Bagou,Nalbagou,Coopérative Igbabintanaa,"{tontine,Cooperative production}",Cooperative avec conseil d administration,POINT (0.02511 10.664266666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e83,Savanes,Tône,Tône 3,Tami,N/a,Coopérative Kpévé,{Cooperative production},Nsp,POINT (0.073209645459257 10.830428819973513)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e82,Savanes,Tandjoaré,Tandjoaré 2,Bagou,Gbingbamone,Coopérative Kandifie,{Cooperative production},Cooperative avec conseil d administration,POINT (0.0130216666666667 10.658121666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e81,Savanes,Tandjoaré,Tandjoaré 2,Bagou,Nalbagou,Coopérative Falawate,{Cooperative production},Cooperative simple,POINT (0.0286416666666667 10.663319999999999)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e80,Savanes,Tandjoaré,Tandjoaré 2,Nano,Dore,Coopérative Gone- Mok Gnoate,"{Cooperative production,autre}",Nsp,POINT (0.114512017639576 10.704174358680053)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e7f,Savanes,Tandjoaré,Tandjoaré 2,Nano,Boundo,Coopérative Falagbene,"{Cooperative production,tontine,entraide}",Nsp,POINT (0.11264 10.701973333333335)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e7e,Savanes,Tandjoaré,Tandjoaré 2,Nano,Nakpeli,Coopérative Toni Man de Nakpeli,"{Cooperative production,tontine,small business}",Nsp,POINT (0.1213805733514204 10.699498031873281)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e7d,Savanes,Tandjoaré,Tandjoaré 2,Nano,Nakpeli,Coopérative Tiboilirbe de Nakpeli,"{Cooperative production,tontine,entraide}",Nsp,POINT (0.1252387824992776 10.69723314082538)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e7c,Savanes,Tandjoaré,Tandjoaré 2,Nano,Nassiegou,Coopérative likpate de Nassiegou,"{Cooperative production,tontine,entraide,small business}",Nsp,POINT (0.1368008004288725 10.705894402875256)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e7b,Savanes,Tandjoaré,Tandjoaré 2,Nano,Nano Centre,Coopérative Gpc Nano,{Cooperative production},Nsp,POINT (0.111928842717731 10.702271770500014)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e7a,Savanes,Tandjoaré,Tandjoaré 2,Nano,Nano,Coopérative Totreman de Nano,"{Cooperative production,tontine}",Nsp,POINT (0.1144733333333333 10.704146666666668)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e79,Savanes,Tandjoaré,Tandjoaré 2,Nano,Gnoate,Coopérative Natanma de Gnoate,{Cooperative production},Nsp,POINT (0.055435 10.721630000000001)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e78,Savanes,Tandjoaré,Tandjoaré 2,Nano,Nano Centre,Coopérative Timouyente de Nano Centre,{Cooperative production},Nsp,POINT (0.10704 10.702451666666665)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e77,Savanes,Tandjoaré,Tandjoaré 2,Nano,Kpierik,Coopérative Tilalinan de Kperik,"{Cooperative production,tontine,entraide}",Nsp,POINT (0.14768 10.677533333333335)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e76,Savanes,Tandjoaré,Tandjoaré 2,Nano,Nassiegou,Coopérative Matogman de Nassiegou,"{Cooperative production,small business,tontine}",Nsp,POINT (0.1336073972792627 10.710183631548086)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e75,Savanes,Oti-Sud,Oti-Sud 2,Nali,Tababou,Coopérative Koro,{Cooperative production},Nsp,POINT (0.4510166666666667 10.049701666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e74,Savanes,Oti-Sud,Oti-Sud 2,Nali,Pakabé-dika(nomba),Coopérative Anonche-tifanga,{Cooperative production},Nsp,POINT (0.4525542014005753 10.010336140996491)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e73,Savanes,Oti-Sud,Oti-Sud 2,Nali,Nali,Coopérative Yatibou,{Cooperative production},Nsp,POINT (0.4486986226313027 10.037449979863664)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e72,Savanes,Oti-Sud,Oti-Sud 2,Nali,Tababou,Coopérative Gpc Tababou,{Cooperative production},Nsp,POINT (0.4532183648551839 10.05253903601673)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e71,Savanes,Oti-Sud,Oti-Sud 2,Nali,Nomba,Coopérative Chechessou de Nomba,{Cooperative production},Nsp,POINT (0.4633782424208329 10.038298084365069)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e70,Savanes,Oti-Sud,Oti-Sud 2,Nali,Nomba,Coopérative Woissouyanou,{Cooperative production},Nsp,POINT (0.4806705212323825 10.027299548964)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e6f,Savanes,Oti-Sud,Oti-Sud 2,Nali,Nali Angoh,Coopérative Yayo Anoche,{autre},Nsp,POINT (0.4915482708295844 10.048402935950815)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e6e,Savanes,Oti-Sud,Oti-Sud 2,Nali,Nagangou,Coopérative Yachimandi,{Cooperative production},Nsp,POINT (0.488641496106242 9.98221505313688)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e6d,Savanes,Oti-Sud,Oti-Sud 2,Nali,Nali Angoh,Coopérative Amboukaya,{Cooperative production},Nsp,POINT (0.464024395411299 9.986792964538965)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e6c,Savanes,Oti-Sud,Oti-Sud 2,Takpamba,Kaboufiessou,Coopérative Sawari,{Cooperative production},Nsp,POINT (0.5024336881433443 10.00464675901353)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e6b,Savanes,Oti-Sud,Oti-Sud 2,Takpamba,Takpamba-centre,Coopérative licoulmon,{Cooperative production},Nsp,POINT (0.57636 9.970485)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e6a,Savanes,Oti-Sud,Oti-Sud 2,Takpamba,Kountcha,Coopérative Gpc Kountcha,{Cooperative production},Nsp,POINT (0.6204283333333334 10.001384999999999)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e69,Savanes,Oti-Sud,Oti-Sud 2,Takpamba,Kereketenou,Coopérative Gpc Kereketenou,{Cooperative production},Nsp,POINT (0.5985651396324896 10.00917720732065)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e68,Savanes,Oti-Sud,Oti-Sud 2,Takpamba,N'gogonou,Coopérative Gpc N'gogonou,{Cooperative production},Nsp,POINT (0.6005326134126654 10.02399519600479)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e67,Savanes,Oti-Sud,Oti-Sud 2,Takpamba,Karbongou,Coopérative Gpc Karbongou,{Cooperative production},Nsp,POINT (0.5425193332252387 9.983841604298206)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e66,Savanes,Oti-Sud,Oti-Sud 2,Takpamba,Karbongou,Coopérative Anoche,{Cooperative production},Nsp,POINT (0.5425539783704607 9.98254684790688)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e65,Savanes,Oti-Sud,Oti-Sud 2,Takpamba,Naglogou,Coopérative Gpc Naglogou,{Cooperative production},Nsp,POINT (0.5320891384310668 10.001042426291122)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e64,Savanes,Oti-Sud,Oti-Sud 2,Takpamba,Nagbangou,Coopérative Gpc Nagbangou,{Cooperative production},Nsp,POINT (0.5189769222047904 9.988429873089704)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-4e63,Savanes,Oti-Sud,Oti-Sud 2,Takpamba,Kokoubosso,Coopérative Kakrakakra,{Cooperative production},Nsp,POINT (0.6619520021939783 9.988008191607209)
